Kingdom,Phylum,Class,Order,Family,Genus,Species,Taxon,Scientific name and authority,Common name,Habitat,Origin,Endemism,Conservation status,Subspecies,Subspecies,Former scientific name 1,Former scientific name 2,Former scientific name 3,Former scientific name 4,Former scientific name 5 ,Former scientific name ,Former scientific name ,Former scientific name ,Former scientific name ,Former scientific name ,Former scientific name ,Former scientific name ,Former scientific name ,Former scientific name ,Former scientific name ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Clariidae,Heterobranchus,longifilis,Heterobranchus longifilis,"Heterobranchus longifilis Valenciennes, 1840",Vundu,Freshwater,Non-native,Widespread,Least concern,,,Clarias loangwensis,Heterobranchus laticeps,Heterobranchus longifinis,Heterobranchus platycephalus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Claroteidae,Amarginops,hildae,Chrysichthys hildae,"Amarginops hildae (Bell-Cross, 1973)",Hilda's grunter / Buzi grunter,Freshwater,Non-native,Regional endemic level 1,Data deficient,,,Amarginops hildae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Claroteidae,Parauchenoglanis,ngamensis,Parauchenoglanis ngamensis,"Parauchenoglanis ngamensis (Boulenger, 1911)",Zambezi grunter,Freshwater,Non-native,Widespread,Least concern,,,Auchenoglanis ngamensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Malapteruridae,Malapterurus,electricus,Malapterurus electricus,"Malapterurus electricus (Gmelin, 1789)", Electric catfish,Freshwater,Non-native,Widespread,Least concern,,,Malopterurus electricus,Silurus electricus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Malapteruridae,Malapterurus,shirensis,Malapterurus shirensis,"Malapterurus shirensis Roberts, 2000", Zambezi electric catfish,Freshwater,Non-native,Micro-endemic level 2,Least concern,,,Malapterurus zambezensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Chiloglanis,anoterus,Chiloglanis anoterus,"Chiloglanis anoterus Crass, 1960",Pennant-tail suckermouth / Rock catlet,Freshwater,Native,Widespread,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Chiloglanis,bifurcus,Chiloglanis bifurcus,"Chiloglanis bifurcus Jubb & le Roux, 1969",Incomati suckermouth / Rock catlet,Freshwater,Native,Micro-endemic level 1,Critically endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Chiloglanis,emarginatus,Chiloglanis emarginatus,"Chiloglanis emarginatus Jubb & le Roux, 1969",Pongolo suckermouth / Rock catlet,Freshwater,Native,Widespread,Vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Chiloglanis,fasciatus,Chiloglanis fasciatus,"Chiloglanis fasciatus Pellegrin, 1936",Okavango suckermouth / Rock catlet,Freshwater,Non-native,Widespread,Least concern,Chiloglanis fasciatus fasciatus,Chiloglanis fasciatus pellegrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Chiloglanis,neumanni,Chiloglanis neumanni,"Chiloglanis neumanni Boulenger, 1911",Neumann's suckermouth / Rock catlet,Freshwater,Non-native,Regional endemic level 1,Data deficient ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Chiloglanis,paratus,Chiloglanis paratus,"Chiloglanis paratus Crass, 1960",Sawfin suckermouth / Rock catlet,Freshwater,Native,Widespread,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Chiloglanis,pretoriae,Chiloglanis pretoriae,"Chiloglanis pretoriae van der Horst, 1931",Shortspine suckermouth / Rock catlet,Freshwater,Native,Regional endemic level 2,Least concern,,,Chiloglanis pumilus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Chiloglanis,swierstrai,Chiloglanis swierstrai,"Chiloglanis swierstrai van der Horst, 1931",Lowveld suckermouth / Rock catlet,Freshwater,Native,Widespread,Least concern,,,Chiloglanis engiops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Synodontis,leopardinus,Synodontis leopardinus,"Synodontis leopardinus Pellegrin, 1914",Leopard squeaker,Freshwater,Non-native,Widespread,Least concern,,,Synodontis jallae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Synodontis,macrostigma,Synodontis macrostigma,"Synodontis macrostigma Boulenger, 1911",Large-spot squeaker,Freshwater,Non-native,Widespread,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Synodontis,macrostoma,Synodontis macrostoma,"Synodontis macrostoma Skelton & White, 1990",Largemouth squeaker,Freshwater,Non-native,Widespread,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Synodontis,nebulosus,Synodontis nebulosus,"Synodontis nebulosus Peters, 1852",Cloudy squeaker,Freshwater,Non-native,Regional endemic level 2,Least concern,,,Leiosynodontis nebulosus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Synodontis,nigromaculatus,Synodontis nigromaculatus,"Synodontis nigromaculatus Boulenger, 1905",Spotted squeaker,Freshwater,Non-native,Widespread,Least concern,,,Synodontis colyeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Synodontis,thamalakanensis,Synodontis thamalakanensis,"Synodontis thamalakanensis Fowler, 1935",Bubblebarb squeaker,Freshwater,Non-native,Regional endemic level 1,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Synodontis,vanderwaali,Synodontis vanderwaali,"Synodontis vanderwaali Skelton & White, 1990",Finetooth squeaker,Freshwater,Non-native,Regional endemic level 1,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Synodontis,woosnami,Synodontis woosnami,"Synodontis woosnami Boulenger, 1911",Upper Zambezi squeaker,Freshwater,Non-native,Regional endemic level 1,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Synodontis,zambezensis,Synodontis zambezensis,"Synodontis zambezensis Peters, 1852",Brown squeaker,Freshwater,Native,Widespread,Least concern,,,Hemisynodontis zambezensis,Synodontis zambesiensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Schilbeidae,Schilbe,intermedius,Schilbe intermedius,"Schilbe intermedius Rüppell, 1832",Butter catfish,Freshwater,Native,Widespread,Least concern,,,Eutropius lemairii,Schilbe dispila,Schilbe palmeri,Schilbe senegalensis,Schilbe senegalensis fasciata,Schilbe senegallus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Schilbeidae,Schilbe,yangambianus,Schilbe yangambianus,"Schilbe yangambianus (Poll, 1954)",Yangambi buttercatfish,Freshwater,Non-native,Widespread,Least concern,,,Eutropius yangambianus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Sygnathiformes,Syngnathidae,Microphis,brachyurus,Microphis brachyurus,"Microphis brachyurus Bleeker, 1853",Opossum pipefish ,Euryhaline,Native,Widespread,Least concern,Microphis brachyurus brachyurus,,Dorichthys millepunctatus ,Doryichthys auronitens,Doryichthys brachyurus,Doryichthys hasselti,Doryichthys philippinus,Doryichthys pristipeltis,Microphis bleekeri,Microphis jouani,Microphis polyacanthus,Oostethus brachyurus,Oostethus brachyurus brachyurus,Syngnathus brachyurus,Syngnathus polyacanthus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Sygnathiformes,Syngnathidae,Microphis,fluviatilis,Microphis fluviatilis,"Microphis fluviatilis (Peters, 1852)",freshwater pipefish ,Freshwater,Native,Widespread,Data deficient,,,Belonichthys fluviatilis,Belonichthys sanctipauli,Belonichthys zambezensis,Syngnathus fluviatilis,Syngnathus zambezensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Synbranchiformes,Mastacembelidae,Mastacembelus,frenatus,Mastacembelus frenatus,"Mastacembelus frenatus (Boulenger, 1901)",Longtail spinyeel,Freshwater,Non-native,Widespread,Least concern,,,Caecomastacembelus frenatus,Aethiomastacembelus frenatus,Aethiomastacembelus moeruensis,Aethiomastacembelus stappersii,Afromastacembelus frenatus,Afromastacembelus moeruensis,Afromastacembelus stappersii,Athieomastacembelus frenatus,Caecomastacembelus frenatus,Caecomastacembelus stappersii,Mastacembalus mellandi,Mastacembalus moeruensis,Mastacembelus mellandi,Mastacembelus moeruensis,Mastacembelus mutombotombo,Mastacembelus stappersi,Mastacembelus taeniatus,Mastacembelus thompsoni,Mastacembelus victoriae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Synbranchiformes,Mastacembelidae,Mastacembelus,shiranus,Mastacembelus shiranus,"Mastacembelus shiranus (Günther, 1896)",Malawi spinyeel,Freshwater,Non-native,Widespread,Least concern,,,Aethiomastacembelus shiranus,Afromastacembelus shiranus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Synbranchiformes,Mastacembelidae,Mastacembelus,vanderwaali,Mastacembelus vanderwaali,"Mastacembelus vanderwaali (Skelton, 1976)",Ocellate spinyeel,Freshwater,Non-native,Micro-endemic level 2,Least concern,,,Caecomastacembelus vanderwaali,Aethiomastacembelus vanderwaali,Afromastacembelus vanderwaali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,leucas,Carcharhinus leucas,"Carcharhinus leucas (Valenciennes, 1839)",Bull shark ,Euryhaline,Native,Widespread,Near threatened,,,Carcharhinus azureus,Carcharhinus nicaraguensis,Carcharhinus vanrooyeni ,Carcharhinus zambezensis,Carcharias azureus,Carcharias leucas,Carcharias spenceri,Carcharias zambesensis,Carcharias zambezensis,Carcharicus leucas,Carcharinus leucas,Carcharinus zambesensis,Carcharinus zambezensis,Eulamia nicaraguensis,Galeolamna bogimba,Galeolamna greyi mckaili,Galeolamna leucas,Galeolamna mckaili ,Prionodon platyodon,Squalus obtusus,Squalus platyodon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Chondrichthyes,Rhinopristiformes,Pristidae,Pristis,microdon,Pristis microdon,"Pristis microdon Latham, 1794",smalltooth sawfish ,Euryhaline,Native,Widespread,Critically endangered,,,Pristiopsis leichhardti,Pristis zephyreus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Sacropterygii,Lepidosireniformes,Protopteridae,Protopterus,amphibius,Protopterus amphibius,"Protopterus amphibius (Peters, 1844)",East coast lungfish,Freshwater,Non-native,Widespread,Least concern,,,Rhinocryptis amphibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Sacropterygii,Lepidosireniformes,Protopteridae,Protopterus,annectens,Protopterus annectens,"Protopterus annectens brieni Poll, 1961",African lungfish,Freshwater,Native,Widespread,Least concern,Protopterus annectens annectens,Protopterus annectens brieni,Lepidosiren annectens,Lepidosiren tobal,Protopterus anguilliformis ,Protopterus annectans,Protopterus rhinocryptis,Rhinocryptis annectens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
